catalog_number	name	basin	timestamp	lat_y	lon_x	max_wind_kts	min_cp_mb	sequence	fspeed_kts	is_landfall_point	heading	rmax_nmi	gwaf
	MATTHEW		2016-09-30-04-00	14.1	-69.13333333333333	80.0	983.0	40	15	0	270.0	15	0.9
	MATTHEW		2016-09-30-05-00	14.1	-69.21666666666667	82.5	983.0	41	15	0	270.0	15	0.9
	MATTHEW		2016-09-30-06-00	14.1	-69.3	85.0	979.0	42	15	0	260.5376777919747	15	0.9
	MATTHEW		2016-09-30-07-00	14.083333333333332	-69.4	85.0	979.0	43	15	0	260.5376777919744	15	0.9
	MATTHEW		2016-09-30-08-00	14.066666666666666	-69.5	85.0	979.0	44	15	0	260.5376777919744	15	0.9
	MATTHEW		2016-09-30-09-00	14.05	-69.6	85.0	979.0	45	15	0	260.5376777919747	15	0.9
	MATTHEW		2016-09-30-10-00	14.033333333333333	-69.7	85.0	979.0	46	15	0	260.5376777919747	15	0.9
	MATTHEW		2016-09-30-11-00	14.016666666666666	-69.80000000000001	85.0	979.0	47	15	0	260.5376777919744	15	0.9
	MATTHEW		2016-09-30-12-00	14.0	-69.9	85.0	979.0	48	15	0	251.56505117707837	15	0.9
	MATTHEW		2016-09-30-13-00	13.95	-70.05000000000001	87.5	979.0	49	15	0	251.56505117707675	15	0.9
	MATTHEW		2016-09-30-14-00	13.899999999999999	-70.2	90.0	979.0	50	15	0	251.56505117707675	15	0.9
	MATTHEW		2016-09-30-15-00	13.849999999999998	-70.35	92.5	979.0	51	15	0	251.565051177079	15	0.9
	MATTHEW		2016-09-30-16-00	13.799999999999999	-70.5	95.0	979.0	52	15	0	251.565051177079	15	0.9
	MATTHEW		2016-09-30-17-00	13.75	-70.65	97.5	979.0	53	15	0	251.56505117707675	15	0.9
	MATTHEW		2016-09-30-18-00	13.7	-70.8	100.0	968.0	54	15	0	255.96375653207423	15	0.9
	MATTHEW		2016-09-30-19-00	13.666666666666666	-70.93333333333334	103.33333333333333	968.0	55	15	0	255.9637565320728	15	0.9
	MATTHEW		2016-09-30-20-00	13.633333333333333	-71.06666666666666	106.66666666666666	968.0	56	15	0	255.9637565320728	15	0.9
	MATTHEW		2016-09-30-21-00	13.6	-71.19999999999999	110.0	968.0	57	15	0	255.96375653207423	15	0.9
	MATTHEW		2016-09-30-22-00	13.566666666666666	-71.33333333333333	113.33333333333333	968.0	58	15	0	255.96375653207423	15	0.9
	MATTHEW		2016-09-30-23-00	13.533333333333333	-71.46666666666667	116.66666666666666	968.0	59	15	0	255.9637565320728	15	0.9
	MATTHEW		2016-10-01-00-00	13.5	-71.6	120.0	949.0	60	15	0	254.05460409907727	15	0.9
	MATTHEW		2016-10-01-01-00	13.433333333333334	-71.83333333333333	126.66666666666667	949.0	61	15	0	254.05460409907727	15	0.9
	MATTHEW		2016-10-01-02-00	13.366666666666667	-72.06666666666666	133.33333333333334	949.0	62	15	0	254.05460409907727	15	0.9
	MATTHEW		2016-10-01-03-00	13.3	-72.3	140.0	941.0	63	15	0	270.0	15	0.9
	MATTHEW		2016-10-01-04-00	13.3	-72.46666666666667	138.33333333333334	941.0	64	15	0	270.0	15	0.9
	MATTHEW		2016-10-01-05-00	13.3	-72.63333333333333	136.66666666666669	941.0	65	15	0	270.0	15	0.9
	MATTHEW		2016-10-01-06-00	13.3	-72.8	135.0	942.0	66	15	0	279.4623222080243	15	0.9
	MATTHEW		2016-10-01-07-00	13.316666666666666	-72.9	133.33333333333334	942.0	67	15	0	279.4623222080266	15	0.9
	MATTHEW		2016-10-01-08-00	13.333333333333334	-73.0	131.66666666666669	942.0	68	15	0	279.4623222080266	15	0.9
	MATTHEW		2016-10-01-09-00	13.350000000000001	-73.1	130.0	942.0	69	15	0	279.4623222080243	15	0.9
	MATTHEW		2016-10-01-10-00	13.366666666666667	-73.2	128.33333333333334	942.0	70	15	0	279.4623222080243	15	0.9
	MATTHEW		2016-10-01-11-00	13.383333333333333	-73.30000000000001	126.66666666666667	942.0	71	15	0	279.4623222080266	15	0.9
	MATTHEW		2016-10-01-12-00	13.4	-73.4	125.0	947.0	72	15	0	0.0	15	0.9
	MATTHEW		2016-10-01-13-00	13.416666666666668	-73.4	125.83333333333333	947.0	73	15	0	0.0	15	0.9
	MATTHEW		2016-10-01-14-00	13.433333333333334	-73.4	126.66666666666666	947.0	74	15	0	0.0	15	0.9
	MATTHEW		2016-10-01-15-00	13.45	-73.4	127.5	947.0	75	15	0	0.0	15	0.9
	MATTHEW		2016-10-01-16-00	13.466666666666667	-73.4	128.33333333333334	947.0	76	15	0	0.0	15	0.9
	MATTHEW		2016-10-01-17-00	13.483333333333334	-73.4	129.16666666666669	947.0	77	15	0	0.0	15	0.9
	MATTHEW		2016-10-01-18-00	13.5	-73.4	130.0	940.0	78	15	0	326.30993247401597	15	0.9
	MATTHEW		2016-10-01-19-00	13.533333333333333	-73.42222222222223	130.0	940.0	79	15	0	326.30993247401597	15	0.9
	MATTHEW		2016-10-01-20-00	13.566666666666666	-73.44444444444446	130.0	940.0	80	15	0	326.30993247401597	15	0.9
	MATTHEW		2016-10-01-21-00	13.6	-73.46666666666668	130.0	940.0	81	15	0	326.30993247401597	15	0.9
	MATTHEW		2016-10-01-22-00	13.633333333333333	-73.48888888888891	130.0	940.0	82	15	0	326.3099324740329	15	0.9
	MATTHEW		2016-10-01-23-00	13.666666666666666	-73.51111111111112	130.0	940.0	83	15	0	326.3099324740329	15	0.9
	MATTHEW		2016-10-02-00-00	13.7	-73.53333333333333	130.0	940.0	84	15	0	326.30993247401597	15	0.9
	MATTHEW		2016-10-02-01-00	13.733333333333333	-73.55555555555556	130.0	940.0	85	15	0	326.30993247401597	15	0.9
	MATTHEW		2016-10-02-02-00	13.766666666666666	-73.57777777777778	130.0	940.0	86	15	0	326.3099324740343	15	0.9
	MATTHEW		2016-10-02-03-00	13.8	-73.6	130.0	940.0	87	15	0	281.30993247402023	15	0.9
	MATTHEW		2016-10-02-04-00	13.816666666666666	-73.68333333333332	130.0	940.0	88	15	0	281.30993247402137	15	0.9
	MATTHEW		2016-10-02-05-00	13.833333333333334	-73.76666666666665	130.0	940.0	89	15	0	281.3099324740195	15	0.9
	MATTHEW		2016-10-02-06-00	13.850000000000001	-73.85	130.0	940.0	90	15	0	281.30993247402023	15	0.9
	MATTHEW		2016-10-02-07-00	13.866666666666667	-73.93333333333332	130.0	940.0	91	15	0	281.30993247402023	15	0.9
	MATTHEW		2016-10-02-08-00	13.883333333333333	-74.01666666666665	130.0	940.0	92	15	0	281.3099324740195	15	0.9
	MATTHEW		2016-10-02-09-00	13.9	-74.1	130.0	940.0	93	15	0	281.30993247402137	15	0.9
	MATTHEW		2016-10-02-10-00	13.916666666666668	-74.18333333333332	128.33333333333334	940.0	94	15	0	281.30993247402023	15	0.9
	MATTHEW		2016-10-02-11-00	13.933333333333334	-74.26666666666665	126.66666666666667	940.0	95	15	0	281.3099324740183	15	0.9
	MATTHEW		2016-10-02-12-00	13.95	-74.35	125.0	940.0	96	15	0	281.30993247402137	15	0.9
	MATTHEW		2016-10-02-13-00	13.966666666666667	-74.43333333333332	123.33333333333333	940.0	97	15	0	281.30993247402137	15	0.9
	MATTHEW		2016-10-02-14-00	13.983333333333334	-74.51666666666665	121.66666666666666	940.0	98	15	0	281.3099324740183	15	0.9
	MATTHEW		2016-10-02-15-00	14.0	-74.6	120.0	947.0	99	15	0	341.5650511770789	15	0.9
	MATTHEW		2016-10-02-16-00	14.1	-74.63333333333333	120.83333333333333	947.0	100	15	0	341.5650511770789	15	0.9
	MATTHEW		2016-10-02-17-00	14.2	-74.66666666666666	121.66666666666666	947.0	101	15	0	341.5650511770789	15	0.9
	MATTHEW		2016-10-02-18-00	14.299999999999999	-74.69999999999999	122.5	947.0	102	15	0	341.5650511770789	15	0.9
	MATTHEW		2016-10-02-19-00	14.399999999999999	-74.73333333333332	123.33333333333333	947.0	103	15	0	341.5650511770792	15	0.9
	MATTHEW		2016-10-02-20-00	14.5	-74.76666666666665	124.16666666666666	947.0	104	15	0	341.56505117707155	15	0.9
	MATTHEW		2016-10-02-21-00	14.6	-74.8	125.0	945.0	105	15	0	296.5650511770804	15	0.9
	MATTHEW		2016-10-02-22-00	14.616666666666667	-74.83333333333333	125.0	945.0	106	15	0	296.565051177078	15	0.9
	MATTHEW		2016-10-02-23-00	14.633333333333333	-74.86666666666666	125.0	945.0	107	15	0	296.565051177078	15	0.9
	MATTHEW		2016-10-03-00-00	14.649999999999999	-74.89999999999999	125.0	945.0	108	15	0	296.5650511770804	15	0.9
	MATTHEW		2016-10-03-01-00	14.666666666666666	-74.93333333333332	125.0	945.0	109	15	0	296.56505117707064	15	0.9
	MATTHEW		2016-10-03-02-00	14.683333333333334	-74.96666666666667	125.0	945.0	110	15	0	296.565051177078	15	0.9
	MATTHEW		2016-10-03-03-00	14.7	-75.0	125.0	943.0	111	15	0	11.30993247401949	15	0.9
	MATTHEW		2016-10-03-04-00	14.783333333333333	-74.98333333333333	123.33333333333333	943.0	112	15	0	11.30993247401949	15	0.9
	MATTHEW		2016-10-03-05-00	14.866666666666667	-74.96666666666667	121.66666666666666	943.0	113	15	0	11.309932474019718	15	0.9
	MATTHEW		2016-10-03-06-00	14.95	-74.95	120.0	943.0	114	15	0	11.30993247401949	15	0.9
	MATTHEW		2016-10-03-07-00	15.033333333333333	-74.93333333333334	118.33333333333333	943.0	115	15	0	11.30993247401949	15	0.9
	MATTHEW		2016-10-03-08-00	15.116666666666667	-74.91666666666667	116.66666666666666	943.0	116	15	0	11.309932474019718	15	0.9
	MATTHEW		2016-10-03-09-00	15.2	-74.9	115.0	943.0	117	15	0	345.9637565320742	15	0.9
	MATTHEW		2016-10-03-10-00	15.266666666666666	-74.91666666666667	115.83333333333333	943.0	118	15	0	345.9637565320742	15	0.9
	MATTHEW		2016-10-03-11-00	15.333333333333332	-74.93333333333334	116.66666666666666	943.0	119	15	0	345.9637565320742	15	0.9
	MATTHEW		2016-10-03-12-00	15.399999999999999	-74.95	117.5	943.0	120	15	0	345.9637565320742	15	0.9
	MATTHEW		2016-10-03-13-00	15.466666666666665	-74.96666666666667	118.33333333333333	943.0	121	15	0	345.9637565320742	15	0.9
	MATTHEW		2016-10-03-14-00	15.533333333333331	-74.98333333333333	119.16666666666666	943.0	122	15	0	345.9637565320746	15	0.9
	MATTHEW		2016-10-03-15-00	15.6	-75.0	120.0	941.0	123	15	0	23.198590513646934	15	0.9
	MATTHEW		2016-10-03-16-00	15.716666666666667	-74.95	120.0	941.0	124	15	0	23.198590513646934	15	0.9
	MATTHEW		2016-10-03-17-00	15.833333333333334	-74.9	120.0	941.0	125	15	0	23.198590513646934	15	0.9
	MATTHEW		2016-10-03-18-00	15.950000000000001	-74.85000000000001	120.0	941.0	126	15	0	23.19859051364722	15	0.9
	MATTHEW		2016-10-03-19-00	16.066666666666666	-74.80000000000001	120.0	941.0	127	15	0	23.198590513652846	15	0.9
	MATTHEW		2016-10-03-20-00	16.183333333333334	-74.75	120.0	941.0	128	15	0	23.198590513646934	15	0.9
	MATTHEW		2016-10-03-21-00	16.3	-74.7	120.0	940.0	129	15	0	9.462322208025284	15	0.9
	MATTHEW		2016-10-03-22-00	16.4	-74.68333333333334	120.83333333333333	940.0	130	15	0	9.462322208024943	15	0.9
	MATTHEW		2016-10-03-23-00	16.5	-74.66666666666667	121.66666666666666	940.0	131	15	0	9.462322208024943	15	0.9
	MATTHEW		2016-10-04-00-00	16.6	-74.65	122.5	940.0	132	15	0	9.462322208025284	15	0.9
	MATTHEW		2016-10-04-01-00	16.7	-74.63333333333334	123.33333333333333	940.0	133	15	0	9.462322208025284	15	0.9
	MATTHEW		2016-10-04-02-00	16.799999999999997	-74.61666666666667	124.16666666666666	940.0	134	15	0	9.462322208032901	15	0.9
	MATTHEW		2016-10-04-03-00	16.9	-74.6	125.0	934.0	135	15	0	12.528807709150954	15	0.9
	MATTHEW		2016-10-04-04-00	17.049999999999997	-74.56666666666666	125.0	934.0	136	15	0	12.52880770915067	15	0.9
	MATTHEW		2016-10-04-05-00	17.2	-74.53333333333333	125.0	934.0	137	15	0	12.52880770915067	15	0.9
	MATTHEW		2016-10-04-06-00	17.35	-74.5	125.0	934.0	138	15	0	12.528807709150954	15	0.9
	MATTHEW		2016-10-04-07-00	17.5	-74.46666666666667	125.0	934.0	139	15	0	12.528807709150954	15	0.9
	MATTHEW		2016-10-04-08-00	17.65	-74.43333333333334	125.0	934.0	140	15	0	12.52880770915067	15	0.9
	MATTHEW		2016-10-04-09-00	17.8	-74.4	125.0	934.0	141	15	0	5.194428907734505	15	0.9
	MATTHEW		2016-10-04-10-00	18.166666666666668	-74.36666666666667	125.0	934.0	142	15	0	5.194428907734562	15	0.9
	MATTHEW		2016-10-04-11-00	18.53333333333333	-74.33333333333334	125.0	934.0	143	15	0	5.194428907736722	15	0.9
	MATTHEW		2016-10-04-12-00	18.9	-74.3	125.0	950.0	144	15	0	0.0	15	0.9
	MATTHEW		2016-10-04-13-00	19.049999999999997	-74.3	124.16666666666667	950.0	145	15	0	0.0	15	0.9
	MATTHEW		2016-10-04-14-00	19.2	-74.3	123.33333333333334	950.0	146	15	0	0.0	15	0.9
	MATTHEW		2016-10-04-15-00	19.35	-74.3	122.5	950.0	147	15	0	0.0	15	0.9
	MATTHEW		2016-10-04-16-00	19.5	-74.3	121.66666666666667	950.0	148	15	0	0.0	15	0.9
	MATTHEW		2016-10-04-17-00	19.65	-74.3	120.83333333333334	950.0	149	15	0	0.0	15	0.9
	MATTHEW		2016-10-04-18-00	19.8	-74.3	120.0	949.0	150	15	0	350.53767779197887	15	0.9
	MATTHEW		2016-10-04-19-00	19.866666666666667	-74.3111111111111	119.44444444444444	949.0	151	15	0	350.5376777919669	15	0.9
	MATTHEW		2016-10-04-20-00	19.933333333333334	-74.32222222222222	118.88888888888889	949.0	152	15	0	350.53767779197887	15	0.9
	MATTHEW		2016-10-04-21-00	20.0	-74.33333333333333	118.33333333333333	949.0	153	15	0	350.53767779197887	15	0.9
	MATTHEW		2016-10-04-22-00	20.066666666666666	-74.34444444444443	117.77777777777777	949.0	154	15	0	350.5376777919669	15	0.9
	MATTHEW		2016-10-04-23-00	20.133333333333333	-74.35555555555555	117.22222222222221	949.0	155	15	0	350.5376777919669	15	0.9
	MATTHEW		2016-10-05-00-00	20.2	-74.36666666666667	116.66666666666666	949.0	156	15	0	350.53767779197887	15	0.9
	MATTHEW		2016-10-05-01-00	20.266666666666666	-74.37777777777778	116.1111111111111	949.0	157	15	0	350.53767779197887	15	0.9
	MATTHEW		2016-10-05-02-00	20.333333333333332	-74.38888888888889	115.55555555555554	949.0	158	15	0	350.5376777919669	15	0.9
	MATTHEW		2016-10-05-03-00	20.4	-74.4	115.0	950.0	159	15	0	344.05460409907806	15	0.9
	MATTHEW		2016-10-05-04-00	20.516666666666666	-74.43333333333334	114.16666666666667	950.0	160	15	0	344.05460409907806	15	0.9
	MATTHEW		2016-10-05-05-00	20.633333333333333	-74.46666666666667	113.33333333333334	950.0	161	15	0	344.05460409907806	15	0.9
	MATTHEW		2016-10-05-06-00	20.75	-74.5	112.5	950.0	162	15	0	344.05460409907806	15	0.9
	MATTHEW		2016-10-05-07-00	20.866666666666667	-74.53333333333333	111.66666666666667	950.0	163	15	0	344.05460409907806	15	0.9
	MATTHEW		2016-10-05-08-00	20.983333333333334	-74.56666666666666	110.83333333333334	950.0	164	15	0	344.05460409907806	15	0.9
	MATTHEW		2016-10-05-09-00	21.1	-74.6	110.0	962.0	165	15	0	319.3987053549973	15	0.9
	MATTHEW		2016-10-05-10-00	21.21666666666667	-74.69999999999999	109.16666666666667	962.0	166	15	0	319.39870535499324	15	0.9
	MATTHEW		2016-10-05-11-00	21.333333333333336	-74.8	108.33333333333334	962.0	167	15	0	319.39870535499324	15	0.9
	MATTHEW		2016-10-05-12-00	21.450000000000003	-74.9	107.5	962.0	168	15	0	319.3987053549973	15	0.9
	MATTHEW		2016-10-05-13-00	21.56666666666667	-75.0	106.66666666666667	962.0	169	15	0	319.3987053549973	15	0.9
	MATTHEW		2016-10-05-14-00	21.683333333333337	-75.1	105.83333333333334	962.0	170	15	0	319.3987053549924	15	0.9
	MATTHEW		2016-10-05-15-00	21.8	-75.2	105.0	962.0	171	15	0	341.5650511770792	15	0.9
	MATTHEW		2016-10-05-16-00	21.900000000000002	-75.23333333333333	105.0	962.0	172	15	0	341.5650511770786	15	0.9
	MATTHEW		2016-10-05-17-00	22.0	-75.26666666666667	105.0	962.0	173	15	0	341.5650511770792	15	0.9
	MATTHEW		2016-10-05-18-00	22.1	-75.3	105.0	963.0	174	15	0	314.99999999999847	15	0.9
	MATTHEW		2016-10-05-19-00	22.233333333333334	-75.43333333333334	105.0	963.0	175	15	0	315.00000000000153	15	0.9
	MATTHEW		2016-10-05-20-00	22.366666666666667	-75.56666666666666	105.0	963.0	176	15	0	314.99999999999847	15	0.9
	MATTHEW		2016-10-05-21-00	22.5	-75.7	105.0	963.0	177	15	0	329.0362434679281	15	0.9
	MATTHEW		2016-10-05-22-00	22.666666666666668	-75.8	103.33333333333333	963.0	178	15	0	329.0362434679245	15	0.9
	MATTHEW		2016-10-05-23-00	22.833333333333336	-75.9	101.66666666666666	963.0	179	15	0	329.03624346792753	15	0.9
	MATTHEW		2016-10-06-00-00	23.0	-76.0	100.0	962.0	180	15	0	314.99999999999847	15	0.9
	MATTHEW		2016-10-06-01-00	23.133333333333333	-76.13333333333334	100.0	962.0	181	15	0	314.99999999999847	15	0.9
	MATTHEW		2016-10-06-02-00	23.266666666666666	-76.26666666666668	100.0	962.0	182	15	0	315.00000000000153	15	0.9
	MATTHEW		2016-10-06-03-00	23.4	-76.4	100.0	961.0	183	15	0	315.00000000000205	15	0.9
	MATTHEW		2016-10-06-04-00	23.5	-76.5	100.0	961.0	184	15	0	315.00000000000205	15	0.9
	MATTHEW		2016-10-06-05-00	23.6	-76.6	100.0	961.0	185	15	0	314.99999999999693	15	0.9
	MATTHEW		2016-10-06-06-00	23.7	-76.7	100.0	954.0	186	15	0	321.3401917459117	15	0.9
	MATTHEW		2016-10-06-07-00	23.866666666666667	-76.83333333333333	103.33333333333333	954.0	187	15	0	321.3401917459081	15	0.9
	MATTHEW		2016-10-06-08-00	24.03333333333333	-76.96666666666667	106.66666666666666	954.0	188	15	0	321.3401917459117	15	0.9
	MATTHEW		2016-10-06-09-00	24.2	-77.1	110.0	944.0	189	15	0	314.99999999999847	15	0.9
	MATTHEW		2016-10-06-10-00	24.333333333333332	-77.23333333333333	110.0	944.0	190	15	0	314.99999999999926	15	0.9
	MATTHEW		2016-10-06-11-00	24.46666666666667	-77.36666666666667	110.0	944.0	191	15	0	315.00000000000153	15	0.9
	MATTHEW		2016-10-06-12-00	24.6	-77.5	110.0	940.0	192	15	0	329.0362434679281	15	0.9
	MATTHEW		2016-10-06-13-00	24.76666666666667	-77.6	113.33333333333333	940.0	193	15	0	329.0362434679281	15	0.9
	MATTHEW		2016-10-06-14-00	24.933333333333337	-77.69999999999999	116.66666666666666	940.0	194	15	0	329.03624346792395	15	0.9
	MATTHEW		2016-10-06-15-00	25.1	-77.8	120.0	940.0	195	15	0	314.9999999999995	15	0.9
	MATTHEW		2016-10-06-16-00	25.3	-78.0	120.0	940.0	196	15	0	314.9999999999995	15	0.9
	MATTHEW		2016-10-06-17-00	25.5	-78.2	120.0	940.0	197	15	0	314.9999999999995	15	0.9
	MATTHEW		2016-10-06-18-00	25.7	-78.4	120.0	939.0	198	15	0	338.19859051364944	15	0.9
	MATTHEW		2016-10-06-19-00	25.866666666666667	-78.46666666666667	120.0	939.0	199	15	0	338.19859051364904	15	0.9
	MATTHEW		2016-10-06-20-00	26.03333333333333	-78.53333333333333	120.0	939.0	200	15	0	338.19859051364944	15	0.9
	MATTHEW		2016-10-06-21-00	26.2	-78.6	120.0	938.0	201	15	0	323.13010235415356	15	0.9
	MATTHEW		2016-10-06-22-00	26.333333333333332	-78.7	118.33333333333333	938.0	202	15	0	323.13010235415425	15	0.9
	MATTHEW		2016-10-06-23-00	26.46666666666667	-78.80000000000001	116.66666666666666	938.0	203	15	0	323.13010235415743	15	0.9
	MATTHEW		2016-10-07-00-00	26.6	-78.9	115.0	939.0	204	15	0	329.0362434679281	15	0.9
	MATTHEW		2016-10-07-01-00	26.76666666666667	-79.0	115.0	939.0	205	15	0	329.0362434679281	15	0.9
	MATTHEW		2016-10-07-02-00	26.933333333333337	-79.1	115.0	939.0	206	15	0	329.03624346792395	15	0.9
	MATTHEW		2016-10-07-03-00	27.1	-79.2	115.0	939.0	207	15	0	314.9999999999994	15	0.9
	MATTHEW		2016-10-07-04-00	27.26666666666667	-79.36666666666667	111.66666666666667	939.0	208	15	0	315.0000000000018	15	0.9
	MATTHEW		2016-10-07-05-00	27.433333333333337	-79.53333333333333	108.33333333333334	939.0	209	15	0	314.99999999999875	15	0.9
	MATTHEW		2016-10-07-06-00	27.6	-79.7	105.0	938.0	210	15	0	333.4349488229232	15	0.9
	MATTHEW		2016-10-07-07-00	27.8	-79.8	105.0	938.0	211	15	0	333.43494882292	15	0.9
	MATTHEW		2016-10-07-08-00	28.0	-79.9	105.0	938.0	212	15	0	333.4349488229232	15	0.9
	MATTHEW		2016-10-07-09-00	28.2	-80.0	105.0	938.0	213	15	0	336.80140948635307	15	0.9
	MATTHEW		2016-10-07-10-00	28.433333333333334	-80.1	105.0	938.0	214	15	0	336.8014094863528	15	0.9
	MATTHEW		2016-10-07-11-00	28.666666666666664	-80.19999999999999	105.0	938.0	215	15	0	336.8014094863501	15	0.9
	MATTHEW		2016-10-07-12-00	28.9	-80.3	105.0	944.0	216	15	0	338.19859051364944	15	0.9
	MATTHEW		2016-10-07-13-00	29.066666666666666	-80.36666666666666	105.0	944.0	217	15	0	338.19859051364523	15	0.9
	MATTHEW		2016-10-07-14-00	29.233333333333334	-80.43333333333334	105.0	944.0	218	15	0	338.19859051364904	15	0.9
	MATTHEW		2016-10-07-15-00	29.4	-80.5	105.0	947.0	219	15	0	351.86989764584274	15	0.9
	MATTHEW		2016-10-07-16-00	29.555555555555554	-80.52222222222223	104.44444444444444	947.0	220	15	0	351.86989764584274	15	0.9
	MATTHEW		2016-10-07-17-00	29.71111111111111	-80.54444444444445	103.88888888888889	947.0	221	15	0	351.86989764584274	15	0.9
	MATTHEW		2016-10-07-18-00	29.866666666666664	-80.56666666666668	103.33333333333333	947.0	222	15	0	351.86989764584274	15	0.9
	MATTHEW		2016-10-07-19-00	30.02222222222222	-80.5888888888889	102.77777777777777	947.0	223	15	0	351.86989764584274	15	0.9
