catalog_number	name	basin	timestamp	lat_y	lon_x	max_wind_kts	min_cp_mb	sequence	fspeed_kts	is_landfall_point	heading	rmax_nmi	gwaf
	MATTHEW		2016-10-07-20-00	30.177777777777774	-80.61111111111113	102.22222222222221	947.0	224	15	0	351.86989764584274	15	0.9
	MATTHEW		2016-10-07-21-00	30.33333333333333	-80.63333333333335	101.66666666666666	947.0	225	15	0	351.869897645848	15	0.9
	MATTHEW		2016-10-07-22-00	30.488888888888887	-80.65555555555557	101.1111111111111	947.0	226	15	0	351.869897645848	15	0.9
	MATTHEW		2016-10-07-23-00	30.644444444444446	-80.67777777777778	100.55555555555554	947.0	227	15	0	351.86989764584274	15	0.9
	MATTHEW		2016-10-08-00-00	30.8	-80.7	100.0		228	15	0	134.99999999999795	15	0.9
	MATTHEW		2016-10-08-00-00	30.7	-80.6	95.0	948.0	229	15	0	11.30993247401949	15	0.9
	MATTHEW		2016-10-08-01-00	30.866666666666667	-80.56666666666666	93.33333333333333	948.0	230	15	0	11.309932474019718	15	0.9
	MATTHEW		2016-10-08-02-00	31.03333333333333	-80.53333333333333	91.66666666666666	948.0	231	15	0	11.30993247401949	15	0.9
	MATTHEW		2016-10-08-03-00	31.2	-80.5	90.0	948.0	232	15	0	345.9637565320742	15	0.9
	MATTHEW		2016-10-08-04-00	31.333333333333332	-80.53333333333333	90.0	948.0	233	15	0	345.9637565320746	15	0.9
	MATTHEW		2016-10-08-05-00	31.46666666666667	-80.56666666666666	90.0	948.0	234	15	0	345.9637565320742	15	0.9
	MATTHEW		2016-10-08-06-00	31.6	-80.6	90.0	955.0	235	15	0	14.036243467925772	15	0.9
	MATTHEW		2016-10-08-07-00	31.733333333333334	-80.56666666666666	90.0	955.0	236	15	0	14.036243467925772	15	0.9
	MATTHEW		2016-10-08-08-00	31.866666666666667	-80.53333333333333	90.0	955.0	237	15	0	14.036243467925772	15	0.9
	MATTHEW		2016-10-08-09-00	32.0	-80.5	90.0	955.0	238	15	0	54.46232220802608	15	0.9
	MATTHEW		2016-10-08-10-00	32.166666666666664	-80.26666666666667	85.0	955.0	239	15	0	54.46232220802608	15	0.9
	MATTHEW		2016-10-08-11-00	32.33333333333333	-80.03333333333333	80.0	955.0	240	15	0	54.46232220802494	15	0.9
	MATTHEW		2016-10-08-12-00	32.5	-79.8	75.0	962.0	241	15	0	38.65980825408889	15	0.9
	MATTHEW		2016-10-08-13-00	32.666666666666664	-79.66666666666667	71.66666666666667	962.0	242	15	0	38.6598082540919	15	0.9
	MATTHEW		2016-10-08-14-00	32.83333333333333	-79.53333333333333	68.33333333333334	962.0	243	15	0	38.65980825408769	15	0.9
	MATTHEW		2016-10-08-15-00	33.0	-79.4	65.0	967.0	244	15	0	29.744881296943333	15	0.9
	MATTHEW		2016-10-08-16-00	33.233333333333334	-79.26666666666667	65.0	967.0	245	15	0	29.744881296943333	15	0.9
	MATTHEW		2016-10-08-17-00	33.46666666666667	-79.13333333333333	65.0	967.0	246	15	0	29.74488129694072	15	0.9
	MATTHEW		2016-10-08-18-00	33.7	-79.0	65.0	972.0	247	15	0	82.8749836510986	15	0.9
	MATTHEW		2016-10-08-19-00	33.733333333333334	-78.73333333333333	65.0	972.0	248	15	0	82.8749836510986	15	0.9
	MATTHEW		2016-10-08-20-00	33.766666666666666	-78.46666666666667	65.0	972.0	249	15	0	82.8749836510986	15	0.9
	MATTHEW		2016-10-08-21-00	33.8	-78.2	65.0	977.0	250	15	0	90.0	15	0.9
	MATTHEW		2016-10-08-22-00	33.8	-77.9	65.0	977.0	251	15	0	90.0	15	0.9
	MATTHEW		2016-10-08-23-00	33.8	-77.6	65.0	977.0	252	15	0	90.0	15	0.9
	MATTHEW		2016-10-09-00-00	33.8	-77.3	65.0	981.0	253	15	0	69.44395478041622	15	0.9
	MATTHEW		2016-10-09-01-00	33.9	-77.03333333333333	65.0	981.0	254	15	0	69.44395478041622	15	0.9
	MATTHEW		2016-10-09-02-00	34.0	-76.76666666666667	65.0	981.0	255	15	0	69.44395478041622	15	0.9
	MATTHEW		2016-10-09-03-00	34.1	-76.5	65.0	982.0	256	15	0	45.0	15	0.9
	MATTHEW		2016-10-09-04-00	34.333333333333336	-76.26666666666667	65.0	982.0	257	15	0	45.00000000000085	15	0.9
	MATTHEW		2016-10-09-05-00	34.56666666666666	-76.03333333333333	65.0	982.0	258	15	0	45.00000000000085	15	0.9
